Nationality,Which SAP Specialisation would you like to apply for?,Do you have a computer to do this course?,How do you connect to the internet?,Which country do you currently live in?,Aptitude test performance,Gender,Highest Education ACN,Current career role,Nearest Metropolitan area,How close do you live to this city/town?,Disability,Age,Have you created a profile on the Yoma platform?
Nigerian,Technology Consultant Associate,"I have access to a computer, but it's not mine","I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Adequate,Male,Honour's Degree / Post-Graduate Diploma (NQF 8),,Okpoga,I live in this town/city,No,39,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Female,Postgraduate Degree (e.g. Masters),,Jos,I live in this town/city,No,29,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Female,Tertiary Diploma,,Lagos,I live in this town/city,No,24,Yes
Nigerian,End User Support Associate,"I don't have a computer, and cannot arrange to use/get one.","I use mobile data, and can afford 2GB or less a month",Nigeria,Passable,Male,High School,,Idah,I live in this town/city,No,23,Yes
Nigerian,Developer Associate,"I don't have access to a computer, but can arrange to get/use one.","I use mobile data, and can afford 2-4GB per month.",Nigeria,Very Strong,Male,Other,Security guard,Festac town,I live in this town/city,No,30,Yes
Nigerian,End User Support Associate,I only have a smart phone,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Hadejia,I live in this town/city,No,25,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Kaduna,I live in this town/city,No,24,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,"Very Strong, Very Strong",Male,Bachelor's Degree,Geomatics Surveyor/GIS Analyst,Ikorodu,I live in this town/city,No,29,Yes
Nigerian,Technology Consultant Associate,"I have access to a computer, but it's not mine","I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,"Asaba, Delta state ",I live in this town/city,No,30,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,,Abuja,I live in this town/city,Yes,30,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2GB or less a month",Nigeria,Very Strong,Male,High School,,Lagos,I live in this town/city,No,20,Yes
Nigerian,Developer Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2GB or less a month",Nigeria,Adequate,Male,Tertiary Diploma,,Nasarawa,I live in this town/city,No,27,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,"Passable, Adequate",Male,Bachelor's Degree,,Efon Alaaye,I live in this town/city,No,28,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Abuja Capital Territory,I live within 5km of this town/city,No,28,Yes
Nigerian,Developer Associate,I only have a smart phone,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Otukpo Benue,I live in this town/city,No,38,No
Nigerian,Developer Associate,I have my own computer but it is faulty,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,"Keffi, Nasarawa State",I live in this town/city,No,27,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Lagos,I live in this town/city,No,29,No
Nigerian,Developer Associate,"I have access to a computer, but it's not mine","I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,,Portharcout,I live in this town/city,No,36,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Strong,Male,Advanced Diploma / Post-graduate Certificate (NQF 7),,Port Harcourt,I live in this town/city,No,29,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,Bachelor's Degree,Customer Support Operations,Lagos,I live in this town/city,No,33,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Data Analyst,Abuja,I live in this town/city,No,40,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Tertiary Diploma,,Lagos,I live in this town/city,Yes,22,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Adequate,Male,Postgraduate Degree (e.g. Masters),Assistant Lecturer,Maiduguri Borno State,I live in this town/city,No,36,Yes
Nigerian,Developer Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",Nigeria,Strong,Male,Advanced Diploma / Post-graduate Certificate (NQF 7),,Kano town,I live more than 10km away from this town or city,No,29,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Self Employed,Port Harcourt,I live in this town/city,No,25,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2GB or less a month",Nigeria,Adequate,Male,Bachelor's Degree,,Potiskum,I live in this town/city,No,26,No
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,IT SUPPORT,Maiduguri,I live in this town/city,No,31,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,Other,Administrator and office manager,Abuja,I live in this town/city,No,33,Yes
Nigerian,Technology Consultant Associate,"I don't have a computer, and cannot arrange to use/get one.","I use mobile data, and can afford 2GB or less a month",Nigeria,Adequate,Female,Bachelor's Degree,,Bauchi,I live within 5km of this town/city,No,35,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Ibadan,I live in this town/city,No,31,Yes
Nigerian,End User Support Associate,I have my own computer but it is faulty,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Female,Tertiary Diploma,Hair Stylist,Ibadan,I live in this town/city,No,31,Yes
Nigerian,End User Support Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,,Ibadan,I live in this town/city,No,29,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Female,Bachelor's Degree,ERP Consultant,Lagos,I live in this town/city,No,26,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Male,Tertiary Diploma,IT Specialist,Lagos,I live in this town/city,No,24,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Adequate,Male,University Undergraduate,,Zaria,I live in this town/city,No,28,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Eket,I live in this town/city,No,32,Yes
Nigerian,Technology Consultant Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Female,Bachelor's Degree,Secretary,Kaduna,I live in this town/city,No,30,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Adequate,Male,High School,,Ibadan,I live in this town/city,No,26,Yes
Nigerian,Technology Consultant Associate,I have my own computer but it is faulty,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Kano,I live in this town/city,I prefer not to say,29,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Sales Representative,Lagos,I live in this town/city,No,43,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,Bachelor's Degree,,Lagos,I live in this town/city,No,31,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Female,Bachelor's Degree,Engineer,Lagos,I live in this town/city,No,26,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Accountant,Arigbajo Ifo,I live within 5km of this town/city,No,27,Yes
Nigerian,Developer Associate,"I have access to a computer, but it's not mine","I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Female,Advanced Diploma / Post-graduate Certificate (NQF 7),,Portharcourt,I live in this town/city,No,28,Yes
Nigerian,Developer Associate,I only have a smart phone,"I use mobile data, and can afford 2-4GB per month.",Nigerian,Adequate,Male,University Undergraduate,,Ojodu Berger,I live within 5km of this town/city,No,22,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Male,Postgraduate Degree (e.g. Masters),,Osogbo,I live 5-10km away from this town/city,No,30,Yes
Nigerian,Developer Associate,I have my own computer,"I use mobile data, and can afford 2GB or less a month",Nigeria,Passable,Male,Bachelor's Degree,,Ibadan,I live in this town/city,No,32,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Very Strong,Male,Bachelor's Degree,,Port Harcourt,I live in this town/city,No,28,Yes
Nigerian,End User Support Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",Nigeria,Passable,Male,Advanced Diploma / Post-graduate Certificate (NQF 7),,DITSE,I live more than 10km away from this town or city,No,31,Yes
Nigerian,End User Support Associate,I only have a smart phone,"I use mobile data, and can afford 2GB or less a month",Nigeria,Passable,Male,Bachelor's Degree,Laboratory Scientist,Makurdi,I live in this town/city,No,39,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Postgraduate Degree (e.g. Masters),Project Management,Jalingo,I live in this town/city,No,32,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Postgraduate Degree (e.g. Masters),Network Product Manager,Lagos,I live in this town/city,No,38,Yes
Nigerian,Developer Associate,I share a computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Female,Bachelor's Degree,,"Gwagwalada, Abuja",I live in this town/city,No,28,Yes
Nigerian,Technology Consultant Associate,"I have access to a computer, but it's not mine","I use mobile data, and can afford 2-4GB per month.",Nigeria,Adequate,Male,Tertiary Diploma,,Ibadan,I live in this town/city,No,25,Yes
Nigerian,Technology Consultant Associate,I have my own computer but it is faulty,"I have reliable internet (data/wifi), around 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,Business Development Executive,"Ikeja, Lagos, Nigeria  ",I live 5-10km away from this town/city,No,31,Yes
Nigerian,End User Support Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Passable,Male,Bachelor's Degree,,Lagos,I live in this town/city,No,33,Yes
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,Database Instructor,Abuja,I live within 5km of this town/city,No,28,No
Nigerian,Developer Associate,"I don't have a computer, and cannot arrange to use/get one.",I have very limited mobile data.,Nigeria,Adequate,Male,Bachelor's Degree,,Abuja,I live in this town/city,No,28,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigerian,Strong,Male,Bachelor's Degree,Marketing officer,Abuja,I live in this town/city,No,30,Yes
Nigerian,Technology Consultant Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Strong,Male,Bachelor's Degree,,Jos,I live in this town/city,No,35,No
Nigerian,Developer Associate,I have my own computer,"I have reliable internet (wifi/data), more than 5GB per month.",Nigeria,Adequate,Male,Bachelor's Degree,Admin Officer,"Anyigba, Kogi State ",I live in this town/city,No,35,Yes
